"Gender";"Country";"Age";"EmploymentStatus";"CurrentJobTitle";"LanguageRecommendation";"FormalEducation";"Major";"CompensationAmount";"CompensationCurrency";"TimeGatheringData";"TimeModelBuilding";"TimeProduction";"TimeVisualizing";"TimeFindingInsights";"TimeOtherSelect";"ExchangeRate"
"Male";"Australia";30;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";155000;"AUD";75;5;0;10;10;0;0,80231
"Male";"Other";46;"Independent contractor, freelancer, or self-employed";"DBA/Database Engineer";"R";"Master's degree";"Information technology, networking, or system administration";1e+05;"EUR";20;20;20;20;20;0;1,195826
"Male";"Other";24;"Employed full-time";"Engineer";"Python";"Bachelor's degree";"Electrical Engineering";40000;"";50;30;10;5;5;0;NA
"Male";"India";25;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Electrical Engineering";1400000;"INR";45;25;5;5;20;0;0,01562
"Male";"United Kingdom";27;"Employed full-time";"Other";"Python";"Master's degree";"A humanities discipline";50000;"";50;10;10;20;10;0;NA
"Male";"South Africa";52;"Employed full-time";"Data Scientist";"R";"Master's degree";"Engineering (non-computer focused)";370000;"ZAR";50;10;10;20;10;0;0,077002
"Male";"France";24;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";50000;"EUR";35;60;5;0;0;0;1,195826
"Male";"India";21;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Computer Science";5e+05;"INR";60;10;10;15;5;0;0,01562
"Male";"Australia";45;"Employed full-time";"Other";"Python";"Bachelor's degree";"Computer Science";140000;"";30;0;0;0;70;0;NA
"Male";"Hong Kong";22;"Employed full-time";"Other";"Python";"Bachelor's degree";"Other";3e+05;"HKD";50;5;40;5;0;0;0,127998
"Male";"Belgium";32;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";70000;"EUR";50;25;10;10;5;0;1,195826
"Male";"United States";50;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"";82000;"USD";50;30;0;20;0;0;1
"Female";"United States";29;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Physics";24000;"USD";20;20;15;20;25;0;1
"Male";"Nigeria";29;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Information technology, networking, or system administration";45000;"RON";30;30;10;15;15;0;0,259964
"Male";"India";25;"Employed full-time";"Data Analyst";"R";"Master's degree";"Electrical Engineering";20500;"INR";60;10;10;10;0;10;0,01562
"Female";"United States";28;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Mathematics or statistics";85000;"USD";20;40;10;10;20;0;1
"Male";"United States";54;"Employed full-time";"Other";"Java";"Bachelor's degree";"Engineering (non-computer focused)";250000;"";0;0;0;100;0;0;NA
"Male";"United States";NA;"Independent contractor, freelancer, or self-employed";"Other";"Python";"Master's degree";"Mathematics or statistics";0;"USD";0;0;0;100;0;0;1
"Female";"India";37;"Employed full-time";"Engineer";"Scala";"Master's degree";"Electrical Engineering";7e+05;"INR";50;20;15;10;5;0;0,01562
"Male";"India";29;"Employed part-time";"Data Scientist";"R";"Master's degree";"Engineering (non-computer focused)";0;"ALL";30;20;20;20;10;0;0,008956
"Female";"United States";25;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Electrical Engineering";130000;"USD";80;10;10;0;0;0;1
"Male";"United States";29;"Employed full-time";"Researcher";"Python";"Bachelor's degree";"Electrical Engineering";18000;"USD";60;0;0;30;10;0;1
"Male";"People 's Republic of China";25;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Computer Science";400;"";10;50;0;0;40;0;NA
"Male";"Russia";27;"Employed full-time";"Scientist/Researcher";"Python";"Professional degree";"";8e+05;"RUB";30;25;30;5;10;0;0,017402
"Female";"United States";27;"Employed full-time";"Data Analyst";"R";"Master's degree";"A social science";70000;"";90;10;0;0;0;0;NA
"Male";"Japan";35;"Employed full-time";"Software Developer/Software Engineer";"Python";"Some college/university study without earning a bachelor's degree";"Electrical Engineering";4500000;"JPY";30;20;50;0;0;0;0,009108
"Male";"Belgium";51;"Employed full-time";"Other";"Python";"Master's degree";"Computer Science";7000;"EUR";85;5;0;5;5;0;1,195826
"Male";"United States";34;"Independent contractor, freelancer, or self-employed";"Data Scientist";"Python";"Bachelor's degree";"Physics";250000;"";0;75;20;5;0;0;NA
"Male";"India";28;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Electrical Engineering";1e+06;"INR";60;5;0;20;15;0;0,01562
"A different identity";"United States";36;"Employed full-time";"Software Developer/Software Engineer";"Java";"";"Engineering (non-computer focused)";1e+05;"";40;25;20;10;5;0;NA
"Male";"India";31;"Employed full-time";"DBA/Database Engineer";"Python";"Bachelor's degree";"Engineering (non-computer focused)";50000;"INR";40;20;10;30;0;0;0,01562
"Female";"India";23;"Employed full-time";"Engineer";"Python";"Master's degree";"Information technology, networking, or system administration";15000;"INR";80;10;5;5;0;0;0,01562
"Male";"Chile";30;"Employed full-time";"Data Analyst";"R";"Bachelor's degree";"Engineering (non-computer focused)";1,5e+07;"CLP";30;20;10;20;20;0;0,001606
"Male";"India";26;"Independent contractor, freelancer, or self-employed";"Software Developer/Software Engineer";"Java";"Bachelor's degree";"Information technology, networking, or system administration";140000;"INR";30;20;40;10;0;0;0,01562
"Male";"United States";30;"Employed full-time";"Data Miner";"Python";"Master's degree";"Information technology, networking, or system administration";70000;"USD";30;20;30;10;10;0;1
"Male";"India";28;"Employed full-time";"Researcher";"Python";"Master's degree";"Computer Science";7600000;"INR";30;30;20;10;10;0;0,01562
"Male";"India";26;"Employed full-time";"Software Developer/Software Engineer";"R";"Bachelor's degree";"Computer Science";1800000;"";40;25;15;8;12;0;NA
"Male";"Vietnam";34;"Employed full-time";"Computer Scientist";"Python";"Bachelor's degree";"Computer Science";60000;"USD";40;30;10;10;10;0;1
"Male";"Indonesia";21;"Employed full-time";"Computer Scientist";"R";"Bachelor's degree";"";20000;"USD";40;30;10;10;10;0;1
"Male";"Singapore";26;"Employed full-time";"Business Analyst";"";"Bachelor's degree";"Information technology, networking, or system administration";5e+05;"SGD";20;30;10;10;30;0;0,742589
"Male";"Other";22;"Independent contractor, freelancer, or self-employed";"Data Scientist";"Python";"Master's degree";"Computer Science";6e+07;"MGA";50;30;5;10;5;0;0,000338
"Female";"Australia";34;"Employed full-time";"Machine Learning Engineer";"Python";"Doctoral degree";"A humanities discipline";80000;"AUD";30;40;10;10;10;0;0,80231
"Male";"India";31;"Employed full-time";"Data Miner";"R";"Master's degree";"Computer Science";40000;"INR";70;10;0;10;0;10;0,01562
"Female";"India";39;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";4e+05;"INR";40;5;15;20;10;10;0,01562
"Male";"Italy";43;"Employed full-time";"Software Developer/Software Engineer";"R";"Some college/university study without earning a bachelor's degree";"Computer Science";32000;"";10;0;0;90;0;0;NA
"Male";"Hong Kong";26;"Employed full-time";"Data Scientist";"R";"Master's degree";"Biology";60000;"";40;15;30;10;5;0;NA
"Male";"India";27;"Employed full-time";"Other";"R";"Master's degree";"Information technology, networking, or system administration";8e+05;"INR";40;20;20;10;10;0;0,01562
"Male";"Ukraine";28;"Employed full-time";"Data Scientist";"Stata";"Master's degree";"Mathematics or statistics";840000;"UAH";40;5;15;20;20;0;0,038368
"Male";"India";27;"Employed full-time";"Software Developer/Software Engineer";"Java";"Bachelor's degree";"Computer Science";1272000;"INR";30;25;30;10;5;0;0,01562
"Male";"Japan";29;"Employed full-time";"Machine Learning Engineer";"Python";"Master's degree";"Biology";7500000;"JPY";40;10;30;10;10;0;0,009108
"Male";"Kenya";22;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Mathematics or statistics";15000;"";20;30;0;30;20;0;NA
"Male";"India";25;"Employed full-time";"Data Analyst";"R";"Master's degree";"Mathematics or statistics";355000;"INR";80;20;0;0;0;0;0,01562
"Male";"People 's Republic of China";23;"Independent contractor, freelancer, or self-employed";"Data Scientist";"C/C++/C#";"Master's degree";"Computer Science";220000;"CNY";100;0;0;0;0;0;0,153
"Male";"Taiwan";28;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";5e+05;"TWD";50;20;10;10;10;0;0,033304
"Male";"India";55;"Employed full-time";"Researcher";"Python";"Doctoral degree";"Computer Science";8e+05;"INR";5;5;50;25;5;10;0,01562
"Female";"Other";38;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";120000;"";40;0;30;20;10;0;NA
"Male";"India";23;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";2e+06;"INR";0;55;0;30;15;0;0,01562
"Male";"Colombia";45;"Independent contractor, freelancer, or self-employed";"Predictive Modeler";"R";"Professional degree";"";4e+07;"COP";25;25;25;25;0;0;0,000342
"Male";"Australia";28;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Computer Science";130000;"AUD";50;40;10;0;0;0;0,80231
"Male";"United States";36;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";205000;"USD";50;20;5;5;10;10;1
"Male";"Australia";26;"Employed full-time";"Programmer";"Python";"Some college/university study without earning a bachelor's degree";"Computer Science";65000;"AUD";1;1;1;1;1;95;0,80231
"Male";"United States";28;"Independent contractor, freelancer, or self-employed";"Machine Learning Engineer";"Python";"Master's degree";"Physics";0;"";20;40;10;10;20;0;NA
"Male";"United States";32;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Physics";115000;"";20;40;10;10;20;0;NA
"Female";"India";27;"Employed full-time";"Other";"SAS";"Master's degree";"Information technology, networking, or system administration";250000;"IRR";50;0;0;0;50;0;3e-05
"Male";"India";23;"Employed full-time";"Business Analyst";"Python";"Bachelor's degree";"Electrical Engineering";10000;"";25;25;10;25;15;0;NA
"Male";"United Kingdom";48;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Physics";150000;"GBP";60;10;10;20;0;0;1,324188
"Male";"India";27;"Employed full-time";"Business Analyst";"Python";"Master's degree";"";650000;"INR";20;30;10;20;20;0;0,01562
"Male";"Singapore";56;"Employed full-time";"Other";"Python";"Doctoral degree";"Engineering (non-computer focused)";190000;"SGD";50;40;0;0;10;0;0,742589
"Male";"Japan";37;"Employed full-time";"Researcher";"Python";"Doctoral degree";"Physics";65000;"USD";20;20;20;20;20;0;1
"Male";"Israel";34;"Employed full-time";"Machine Learning Engineer";"Python";"Master's degree";"Computer Science";480000;"ILS";25;30;35;0;10;0;0,282974
"Male";"Switzerland";32;"Employed full-time";"Data Analyst";"SQL";"Master's degree";"Mathematics or statistics";97;"";30;0;0;20;50;0;NA
"Male";"Other";31;"Employed full-time";"Researcher";"R";"Master's degree";"Computer Science";2100000;"LKR";60;10;0;10;20;0;0,006536
"Male";"Israel";30;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Psychology";186000;"ILS";50;15;7;15;13;0;0,282974
"Male";"Taiwan";45;"Employed full-time";"Software Developer/Software Engineer";"R";"Doctoral degree";"Engineering (non-computer focused)";50000;"";30;40;5;20;5;0;NA
"Male";"Australia";0;"Employed full-time";"Predictive Modeler";"R";"Master's degree";"Mathematics or statistics";78000;"AUD";30;20;0;40;10;0;0,80231
"Male";"Israel";26;"Employed full-time";"Machine Learning Engineer";"Python";"Master's degree";"Electrical Engineering";110000;"ILS";50;20;5;25;0;0;0,282974
"Male";"India";24;"Independent contractor, freelancer, or self-employed";"Machine Learning Engineer";"Python";"Bachelor's degree";"Engineering (non-computer focused)";9e+05;"INR";60;10;10;10;10;0;0,01562
"Male";"Italy";55;"Employed full-time";"Data Analyst";"R";"Master's degree";"A social science";250000;"EUR";25;25;10;10;30;0;1,195826
"Male";"India";23;"Employed full-time";"Engineer";"Python";"Bachelor's degree";"Computer Science";750000;"INR";60;10;0;5;25;0;0,01562
"Male";"Australia";31;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Computer Science";130000;"";50;20;5;12;13;0;NA
"Male";"India";23;"Employed full-time";"Business Analyst";"R";"Master's degree";"Mathematics or statistics";5e+05;"INR";25;50;0;0;25;0;0,01562
"Male";"Australia";29;"Employed full-time";"Business Analyst";"R";"Bachelor's degree";"Computer Science";150000;"AUD";20;10;10;30;30;0;0,80231
"Male";"United States";39;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Biology";50000;"";30;30;0;40;0;0;NA
"Male";"India";24;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Engineering (non-computer focused)";6e+05;"INR";20;20;10;30;20;0;0,01562
"Male";"India";26;"Employed full-time";"Business Analyst";"Python";"Bachelor's degree";"Engineering (non-computer focused)";927000;"";35;15;5;20;25;0;NA
"Female";"Russia";26;"Employed part-time";"Data Analyst";"Python";"Professional degree";"";85000;"";50;15;0;20;15;0;NA
"Male";"Sweden";NA;"Employed full-time";"Data Scientist";"Python";"Master's degree";"A social science";820000;"SEK";30;10;5;30;0;25;0,125204
"Male";"Spain";44;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Physics";50000;"";30;40;5;5;20;0;NA
"Male";"India";27;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Engineering (non-computer focused)";654000;"INR";0;0;70;30;0;0;0,01562
"Male";"Turkey";39;"Employed full-time";"Computer Scientist";"Matlab";"Doctoral degree";"Computer Science";25000;"USD";30;45;10;10;5;0;1
"Male";"India";34;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Computer Science";1e+06;"INR";40;20;10;10;10;10;0,01562
"Male";"United States";30;"Independent contractor, freelancer, or self-employed";"Predictive Modeler";"Python";"Doctoral degree";"Psychology";95000;"USD";30;30;0;10;30;0;1
"Male";"United States";26;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Computer Science";1e+05;"";70;10;5;5;10;0;NA
"Male";"India";27;"Employed full-time";"Data Scientist";"R";"Bachelor's degree";"Computer Science";15,5;"INR";20;30;20;10;20;0;0,01562
"Male";"Other";33;"Independent contractor, freelancer, or self-employed";"Software Developer/Software Engineer";"C/C++/C#";"Bachelor's degree";"Information technology, networking, or system administration";36000;"EUR";15;5;15;5;60;0;1,195826
"Male";"India";30;"Employed full-time";"Engineer";"Python";"Bachelor's degree";"Computer Science";2500000;"INR";50;10;20;10;10;0;0,01562
"Male";"Hong Kong";42;"Employed full-time";"Data Scientist";"R";"Master's degree";"Computer Science";1e+05;"";20;60;10;10;0;0;NA
"Male";"Netherlands";37;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Mathematics or statistics";75000;"EUR";30;15;0;35;20;0;1,195826
"Male";"Greece";41;"Independent contractor, freelancer, or self-employed";"Software Developer/Software Engineer";"Python";"Doctoral degree";"Information technology, networking, or system administration";45000;"EUR";40;30;20;5;5;0;1,195826
"Female";"Germany";26;"Employed full-time";"Predictive Modeler";"Python";"Master's degree";"Management information systems";65000;"EUR";65;20;2,5;2,5;10;0;1,195826
"Male";"France";33;"Independent contractor, freelancer, or self-employed";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";75000;"EUR";20;20;20;20;20;0;1,195826
"Female";"India";23;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Computer Science";8800;"USD";25;30;15;30;0;0;1
"Male";"Israel";34;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";225000;"";20;25;15;10;30;0;NA
"Male";"Belgium";22;"Employed full-time";"Scientist/Researcher";"Python";"Master's degree";"Computer Science";30000;"";20;40;0;20;20;0;NA
"Male";"Pakistan";23;"Employed full-time";"Software Developer/Software Engineer";"R";"Bachelor's degree";"Computer Science";7e+05;"PKR";20;20;10;20;30;0;0,009476
"Male";"Russia";37;"Employed full-time";"Other";"Python";"Master's degree";"Computer Science";3e+06;"RUB";60;20;0;10;10;0;0,017402
"Male";"Norway";46;"Employed full-time";"Programmer";"Python";"Master's degree";"Information technology, networking, or system administration";8e+05;"NOK";0;10;60;10;20;0;0,127502
"Male";"Spain";36;"Employed full-time";"Data Scientist";"R";"Master's degree";"Physics";32000;"";20;50;5;10;15;0;NA
